Source,Target,Type,Id,Label,timeset,Weight,END1,TIE-MODE,END2,LABEL-COLOR,THICKNESS,SHAPE,BREED,COLOR,HIDDEN?
urban 1935,urban 5706,Undirected,5169,,,1,(urban 1935),none,(urban 5706),9.9,0,default,urbanangrycollectives,0,true
urban 812,urban 3341,Undirected,5170,,,1,(urban 812),none,(urban 3341),9.9,0,default,urbanangrycollectives,0,true
urban 2451,urban 2709,Undirected,5171,,,1,(urban 2451),none,(urban 2709),9.9,0,default,urbanangrycollectives,0,true
urban 5760,urban 5939,Undirected,5172,,,1,(urban 5760),none,(urban 5939),9.9,0,default,urbanangrycollectives,0,true
urban 1062,urban 4818,Undirected,5173,,,1,(urban 1062),none,(urban 4818),9.9,0,default,urbanangrycollectives,0,true
urban 4574,urban 5872,Undirected,5174,,,1,(urban 4574),none,(urban 5872),9.9,0,default,urbanangrycollectives,0,true
urban 5794,urban 6223,Undirected,5175,,,1,(urban 5794),none,(urban 6223),9.9,0,default,urbanangrycollectives,0,true
urban 2997,urban 3045,Undirected,5176,,,1,(urban 2997),none,(urban 3045),9.9,0,default,urbanangrycollectives,0,true
urban 523,urban 3754,Undirected,5177,,,1,(urban 523),none,(urban 3754),9.9,0,default,urbanangrycollectives,0,true
urban 516,urban 1693,Undirected,5178,,,1,(urban 516),none,(urban 1693),9.9,0,default,urbanangrycollectives,0,true
urban 3026,urban 5040,Undirected,5179,,,1,(urban 3026),none,(urban 5040),9.9,0,default,urbanangrycollectives,0,true
urban 3252,urban 5275,Undirected,5180,,,1,(urban 3252),none,(urban 5275),9.9,0,default,urbanangrycollectives,0,true
urban 1516,urban 4604,Undirected,5181,,,1,(urban 1516),none,(urban 4604),9.9,0,default,urbanangrycollectives,0,true
urban 373,urban 943,Undirected,5182,,,1,(urban 373),none,(urban 943),9.9,0,default,urbanangrycollectives,0,true
urban 679,urban 6065,Undirected,5183,,,1,(urban 679),none,(urban 6065),9.9,0,default,urbanangrycollectives,0,true
urban 4888,urban 5326,Undirected,5184,,,1,(urban 4888),none,(urban 5326),9.9,0,default,urbanangrycollectives,0,true
urban 1929,urban 3405,Undirected,5185,,,1,(urban 1929),none,(urban 3405),9.9,0,default,urbanangrycollectives,0,true
urban 652,urban 5643,Undirected,5186,,,1,(urban 652),none,(urban 5643),9.9,0,default,urbanangrycollectives,0,true
urban 2161,urban 5704,Undirected,5187,,,1,(urban 2161),none,(urban 5704),9.9,0,default,urbanangrycollectives,0,true
urban 550,urban 1308,Undirected,5188,,,1,(urban 550),none,(urban 1308),9.9,0,default,urbanangrycollectives,0,true
urban 5441,urban 5618,Undirected,5189,,,1,(urban 5441),none,(urban 5618),9.9,0,default,urbanangrycollectives,0,true
urban 2644,urban 5647,Undirected,5190,,,1,(urban 2644),none,(urban 5647),9.9,0,default,urbanangrycollectives,0,true
urban 867,urban 1389,Undirected,5191,,,1,(urban 867),none,(urban 1389),9.9,0,default,urbanangrycollectives,0,true
urban 600,urban 3866,Undirected,5192,,,1,(urban 600),none,(urban 3866),9.9,0,default,urbanangrycollectives,0,true
urban 1190,urban 5306,Undirected,5193,,,1,(urban 1190),none,(urban 5306),9.9,0,default,urbanangrycollectives,0,true
urban 3980,urban 5435,Undirected,5194,,,1,(urban 3980),none,(urban 5435),9.9,0,default,urbanangrycollectives,0,true
urban 887,urban 1895,Undirected,5195,,,1,(urban 887),none,(urban 1895),9.9,0,default,urbanangrycollectives,0,true
urban 2391,urban 4886,Undirected,5196,,,1,(urban 2391),none,(urban 4886),9.9,0,default,urbanangrycollectives,0,true
urban 2286,urban 5816,Undirected,5197,,,1,(urban 2286),none,(urban 5816),9.9,0,default,urbanangrycollectives,0,true
urban 5847,urban 6205,Undirected,5198,,,1,(urban 5847),none,(urban 6205),9.9,0,default,urbanangrycollectives,0,true
urban 1468,urban 5040,Undirected,5199,,,1,(urban 1468),none,(urban 5040),9.9,0,default,urbanangrycollectives,0,true
urban 744,urban 2250,Undirected,5200,,,1,(urban 744),none,(urban 2250),9.9,0,default,urbanangrycollectives,0,true
urban 672,urban 3304,Undirected,5201,,,1,(urban 672),none,(urban 3304),9.9,0,default,urbanangrycollectives,0,true
urban 2557,urban 3577,Undirected,5202,,,1,(urban 2557),none,(urban 3577),9.9,0,default,urbanangrycollectives,0,true
urban 2325,urban 6226,Undirected,5203,,,1,(urban 2325),none,(urban 6226),9.9,0,default,urbanangrycollectives,0,true
urban 5865,urban 5886,Undirected,5204,,,1,(urban 5865),none,(urban 5886),9.9,0,default,urbanangrycollectives,0,true
urban 1447,urban 5500,Undirected,5205,,,1,(urban 1447),none,(urban 5500),9.9,0,default,urbanangrycollectives,0,true
urban 4035,urban 4603,Undirected,5206,,,1,(urban 4035),none,(urban 4603),9.9,0,default,urbanangrycollectives,0,true
urban 3392,urban 4445,Undirected,5207,,,1,(urban 3392),none,(urban 4445),9.9,0,default,urbanangrycollectives,0,true
urban 907,urban 1206,Undirected,5208,,,1,(urban 907),none,(urban 1206),9.9,0,default,urbanangrycollectives,0,true
urban 1543,urban 5997,Undirected,5209,,,1,(urban 1543),none,(urban 5997),9.9,0,default,urbanangrycollectives,0,true
urban 4965,urban 5459,Undirected,5210,,,1,(urban 4965),none,(urban 5459),9.9,0,default,urbanangrycollectives,0,true
urban 4661,urban 5809,Undirected,5211,,,1,(urban 4661),none,(urban 5809),9.9,0,default,urbanangrycollectives,0,true
urban 4530,urban 5618,Undirected,5212,,,1,(urban 4530),none,(urban 5618),9.9,0,default,urbanangrycollectives,0,true
urban 647,urban 2156,Undirected,5213,,,1,(urban 647),none,(urban 2156),9.9,0,default,urbanangrycollectives,0,true
urban 1130,urban 5594,Undirected,5214,,,1,(urban 1130),none,(urban 5594),9.9,0,default,urbanangrycollectives,0,true
urban 1112,urban 3319,Undirected,5215,,,1,(urban 1112),none,(urban 3319),9.9,0,default,urbanangrycollectives,0,true
urban 4503,urban 4800,Undirected,5216,,,1,(urban 4503),none,(urban 4800),9.9,0,default,urbanangrycollectives,0,true
urban 2952,urban 4762,Undirected,5217,,,1,(urban 2952),none,(urban 4762),9.9,0,default,urbanangrycollectives,0,true
urban 1450,urban 3792,Undirected,5218,,,1,(urban 1450),none,(urban 3792),9.9,0,default,urbanangrycollectives,0,true
urban 5637,urban 5687,Undirected,5219,,,1,(urban 5637),none,(urban 5687),9.9,0,default,urbanangrycollectives,0,true
urban 2162,urban 5074,Undirected,5220,,,1,(urban 2162),none,(urban 5074),9.9,0,default,urbanangrycollectives,0,true
urban 5123,urban 5856,Undirected,5221,,,1,(urban 5123),none,(urban 5856),9.9,0,default,urbanangrycollectives,0,true
urban 224,urban 2793,Undirected,5222,,,1,(urban 224),none,(urban 2793),9.9,0,default,urbanangrycollectives,0,true
urban 1850,urban 4886,Undirected,5223,,,1,(urban 1850),none,(urban 4886),9.9,0,default,urbanangrycollectives,0,true
urban 1899,urban 5887,Undirected,5224,,,1,(urban 1899),none,(urban 5887),9.9,0,default,urbanangrycollectives,0,true
urban 1721,urban 2994,Undirected,5225,,,1,(urban 1721),none,(urban 2994),9.9,0,default,urbanangrycollectives,0,true
urban 725,urban 6114,Undirected,5226,,,1,(urban 725),none,(urban 6114),9.9,0,default,urbanangrycollectives,0,true
urban 1308,urban 2406,Undirected,5227,,,1,(urban 1308),none,(urban 2406),9.9,0,default,urbanangrycollectives,0,true
urban 3038,urban 5148,Undirected,5228,,,1,(urban 3038),none,(urban 5148),9.9,0,default,urbanangrycollectives,0,true
urban 4063,urban 5099,Undirected,5229,,,1,(urban 4063),none,(urban 5099),9.9,0,default,urbanangrycollectives,0,true
urban 767,urban 2452,Undirected,5230,,,1,(urban 767),none,(urban 2452),9.9,0,default,urbanangrycollectives,0,true
urban 4747,urban 5980,Undirected,5231,,,1,(urban 4747),none,(urban 5980),9.9,0,default,urbanangrycollectives,0,true
urban 683,urban 5306,Undirected,5232,,,1,(urban 683),none,(urban 5306),9.9,0,default,urbanangrycollectives,0,true
urban 4530,urban 4580,Undirected,5233,,,1,(urban 4530),none,(urban 4580),9.9,0,default,urbanangrycollectives,0,true
urban 2156,urban 4814,Undirected,5234,,,1,(urban 2156),none,(urban 4814),9.9,0,default,urbanangrycollectives,0,true
urban 4544,urban 6110,Undirected,5235,,,1,(urban 4544),none,(urban 6110),9.9,0,default,urbanangrycollectives,0,true
urban 4498,urban 5104,Undirected,5236,,,1,(urban 4498),none,(urban 5104),9.9,0,default,urbanangrycollectives,0,true
urban 577,urban 5407,Undirected,5237,,,1,(urban 577),none,(urban 5407),9.9,0,default,urbanangrycollectives,0,true
urban 1312,urban 5501,Undirected,5238,,,1,(urban 1312),none,(urban 5501),9.9,0,default,urbanangrycollectives,0,true
urban 1421,urban 4557,Undirected,5239,,,1,(urban 1421),none,(urban 4557),9.9,0,default,urbanangrycollectives,0,true
urban 3777,urban 5705,Undirected,5240,,,1,(urban 3777),none,(urban 5705),9.9,0,default,urbanangrycollectives,0,true
urban 3169,urban 4098,Undirected,5241,,,1,(urban 3169),none,(urban 4098),9.9,0,default,urbanangrycollectives,0,true
urban 3744,urban 5552,Undirected,5242,,,1,(urban 3744),none,(urban 5552),9.9,0,default,urbanangrycollectives,0,true
urban 1358,urban 4800,Undirected,5243,,,1,(urban 1358),none,(urban 4800),9.9,0,default,urbanangrycollectives,0,true
urban 1151,urban 3797,Undirected,5244,,,1,(urban 1151),none,(urban 3797),9.9,0,default,urbanangrycollectives,0,true
urban 3819,urban 6159,Undirected,5245,,,1,(urban 3819),none,(urban 6159),9.9,0,default,urbanangrycollectives,0,true
urban 1374,urban 6170,Undirected,5246,,,1,(urban 1374),none,(urban 6170),9.9,0,default,urbanangrycollectives,0,true
urban 1054,urban 2240,Undirected,5247,,,1,(urban 1054),none,(urban 2240),9.9,0,default,urbanangrycollectives,0,true
urban 2939,urban 4682,Undirected,5248,,,1,(urban 2939),none,(urban 4682),9.9,0,default,urbanangrycollectives,0,true
urban 456,urban 6034,Undirected,5249,,,1,(urban 456),none,(urban 6034),9.9,0,default,urbanangrycollectives,0,true
urban 5489,urban 5753,Undirected,5250,,,1,(urban 5489),none,(urban 5753),9.9,0,default,urbanangrycollectives,0,true
urban 1328,urban 5641,Undirected,5251,,,1,(urban 1328),none,(urban 5641),9.9,0,default,urbanangrycollectives,0,true
urban 3748,urban 5689,Undirected,5252,,,1,(urban 3748),none,(urban 5689),9.9,0,default,urbanangrycollectives,0,true
urban 3726,urban 5292,Undirected,5253,,,1,(urban 3726),none,(urban 5292),9.9,0,default,urbanangrycollectives,0,true
urban 705,urban 4955,Undirected,5254,,,1,(urban 705),none,(urban 4955),9.9,0,default,urbanangrycollectives,0,true
urban 2393,urban 4719,Undirected,5255,,,1,(urban 2393),none,(urban 4719),9.9,0,default,urbanangrycollectives,0,true
urban 1942,urban 2886,Undirected,5256,,,1,(urban 1942),none,(urban 2886),9.9,0,default,urbanangrycollectives,0,true
urban 550,urban 5490,Undirected,5257,,,1,(urban 550),none,(urban 5490),9.9,0,default,urbanangrycollectives,0,true
urban 2195,urban 3934,Undirected,5258,,,1,(urban 2195),none,(urban 3934),9.9,0,default,urbanangrycollectives,0,true
urban 1415,urban 5527,Undirected,5259,,,1,(urban 1415),none,(urban 5527),9.9,0,default,urbanangrycollectives,0,true
urban 932,urban 3654,Undirected,5260,,,1,(urban 932),none,(urban 3654),9.9,0,default,urbanangrycollectives,0,true
urban 1813,urban 5701,Undirected,5261,,,1,(urban 1813),none,(urban 5701),9.9,0,default,urbanangrycollectives,0,true
urban 151,urban 4531,Undirected,5262,,,1,(urban 151),none,(urban 4531),9.9,0,default,urbanangrycollectives,0,true
urban 763,urban 5594,Undirected,5263,,,1,(urban 763),none,(urban 5594),9.9,0,default,urbanangrycollectives,0,true
urban 2948,urban 4633,Undirected,5264,,,1,(urban 2948),none,(urban 4633),9.9,0,default,urbanangrycollectives,0,true
urban 492,urban 5075,Undirected,5265,,,1,(urban 492),none,(urban 5075),9.9,0,default,urbanangrycollectives,0,true
urban 262,urban 1540,Undirected,5266,,,1,(urban 262),none,(urban 1540),9.9,0,default,urbanangrycollectives,0,true
urban 547,urban 4633,Undirected,5267,,,1,(urban 547),none,(urban 4633),9.9,0,default,urbanangrycollectives,0,true
urban 1402,urban 1898,Undirected,5268,,,1,(urban 1402),none,(urban 1898),9.9,0,default,urbanangrycollectives,0,true
urban 2026,urban 2229,Undirected,5269,,,1,(urban 2026),none,(urban 2229),9.9,0,default,urbanangrycollectives,0,true
urban 1961,urban 3775,Undirected,5270,,,1,(urban 1961),none,(urban 3775),9.9,0,default,urbanangrycollectives,0,true
urban 4986,urban 5562,Undirected,5271,,,1,(urban 4986),none,(urban 5562),9.9,0,default,urbanangrycollectives,0,true
urban 1455,urban 5123,Undirected,5272,,,1,(urban 1455),none,(urban 5123),9.9,0,default,urbanangrycollectives,0,true
urban 1596,urban 3225,Undirected,5273,,,1,(urban 1596),none,(urban 3225),9.9,0,default,urbanangrycollectives,0,true
urban 4786,urban 4894,Undirected,5274,,,1,(urban 4786),none,(urban 4894),9.9,0,default,urbanangrycollectives,0,true
urban 4503,urban 5655,Undirected,5275,,,1,(urban 4503),none,(urban 5655),9.9,0,default,urbanangrycollectives,0,true
urban 1417,urban 3265,Undirected,5276,,,1,(urban 1417),none,(urban 3265),9.9,0,default,urbanangrycollectives,0,true
urban 2467,urban 5224,Undirected,5277,,,1,(urban 2467),none,(urban 5224),9.9,0,default,urbanangrycollectives,0,true
urban 1272,urban 3041,Undirected,5278,,,1,(urban 1272),none,(urban 3041),9.9,0,default,urbanangrycollectives,0,true
urban 5384,urban 5507,Undirected,5279,,,1,(urban 5384),none,(urban 5507),9.9,0,default,urbanangrycollectives,0,true
urban 597,urban 2453,Undirected,5280,,,1,(urban 597),none,(urban 2453),9.9,0,default,urbanangrycollectives,0,true
urban 2229,urban 2735,Undirected,5281,,,1,(urban 2229),none,(urban 2735),9.9,0,default,urbanangrycollectives,0,true
urban 3115,urban 5865,Undirected,5282,,,1,(urban 3115),none,(urban 5865),9.9,0,default,urbanangrycollectives,0,true
urban 201,urban 4122,Undirected,5283,,,1,(urban 201),none,(urban 4122),9.9,0,default,urbanangrycollectives,0,true
urban 485,urban 1884,Undirected,5284,,,1,(urban 485),none,(urban 1884),9.9,0,default,urbanangrycollectives,0,true
urban 200,urban 2946,Undirected,5285,,,1,(urban 200),none,(urban 2946),9.9,0,default,urbanangrycollectives,0,true
urban 4120,urban 5191,Undirected,5286,,,1,(urban 4120),none,(urban 5191),9.9,0,default,urbanangrycollectives,0,true
urban 1041,urban 2725,Undirected,5287,,,1,(urban 1041),none,(urban 2725),9.9,0,default,urbanangrycollectives,0,true
urban 134,urban 2716,Undirected,5288,,,1,(urban 134),none,(urban 2716),9.9,0,default,urbanangrycollectives,0,true
urban 1771,urban 2203,Undirected,5289,,,1,(urban 1771),none,(urban 2203),9.9,0,default,urbanangrycollectives,0,true
urban 2244,urban 4986,Undirected,5290,,,1,(urban 2244),none,(urban 4986),9.9,0,default,urbanangrycollectives,0,true
urban 1294,urban 5940,Undirected,5291,,,1,(urban 1294),none,(urban 5940),9.9,0,default,urbanangrycollectives,0,true
urban 1063,urban 1461,Undirected,5292,,,1,(urban 1063),none,(urban 1461),9.9,0,default,urbanangrycollectives,0,true
urban 1867,urban 3964,Undirected,5293,,,1,(urban 1867),none,(urban 3964),9.9,0,default,urbanangrycollectives,0,true
urban 3544,urban 5232,Undirected,5294,,,1,(urban 3544),none,(urban 5232),9.9,0,default,urbanangrycollectives,0,true
urban 992,urban 3829,Undirected,5295,,,1,(urban 992),none,(urban 3829),9.9,0,default,urbanangrycollectives,0,true
urban 3083,urban 3103,Undirected,5296,,,1,(urban 3083),none,(urban 3103),9.9,0,default,urbanangrycollectives,0,true
urban 4213,urban 5333,Undirected,5297,,,1,(urban 4213),none,(urban 5333),9.9,0,default,urbanangrycollectives,0,true
urban 3943,urban 5637,Undirected,5298,,,1,(urban 3943),none,(urban 5637),9.9,0,default,urbanangrycollectives,0,true
urban 1327,urban 5580,Undirected,5299,,,1,(urban 1327),none,(urban 5580),9.9,0,default,urbanangrycollectives,0,true
urban 3924,urban 4634,Undirected,5300,,,1,(urban 3924),none,(urban 4634),9.9,0,default,urbanangrycollectives,0,true
urban 632,urban 2618,Undirected,5301,,,1,(urban 632),none,(urban 2618),9.9,0,default,urbanangrycollectives,0,true
urban 695,urban 4059,Undirected,5302,,,1,(urban 695),none,(urban 4059),9.9,0,default,urbanangrycollectives,0,true
urban 2796,urban 3050,Undirected,5303,,,1,(urban 2796),none,(urban 3050),9.9,0,default,urbanangrycollectives,0,true
urban 2752,urban 4059,Undirected,5304,,,1,(urban 2752),none,(urban 4059),9.9,0,default,urbanangrycollectives,0,true
urban 1740,urban 5578,Undirected,5305,,,1,(urban 1740),none,(urban 5578),9.9,0,default,urbanangrycollectives,0,true
urban 2197,urban 4358,Undirected,5306,,,1,(urban 2197),none,(urban 4358),9.9,0,default,urbanangrycollectives,0,true
urban 609,urban 5714,Undirected,5307,,,1,(urban 609),none,(urban 5714),9.9,0,default,urbanangrycollectives,0,true
urban 4975,urban 5864,Undirected,5308,,,1,(urban 4975),none,(urban 5864),9.9,0,default,urbanangrycollectives,0,true
urban 3149,urban 5872,Undirected,5309,,,1,(urban 3149),none,(urban 5872),9.9,0,default,urbanangrycollectives,0,true
urban 5097,urban 5227,Undirected,5310,,,1,(urban 5097),none,(urban 5227),9.9,0,default,urbanangrycollectives,0,true
urban 362,urban 648,Undirected,5311,,,1,(urban 362),none,(urban 648),9.9,0,default,urbanangrycollectives,0,true
urban 292,urban 1781,Undirected,5312,,,1,(urban 292),none,(urban 1781),9.9,0,default,urbanangrycollectives,0,true
urban 178,urban 3798,Undirected,5313,,,1,(urban 178),none,(urban 3798),9.9,0,default,urbanangrycollectives,0,true
urban 200,urban 2404,Undirected,5314,,,1,(urban 200),none,(urban 2404),9.9,0,default,urbanangrycollectives,0,true
urban 1454,urban 2517,Undirected,5315,,,1,(urban 1454),none,(urban 2517),9.9,0,default,urbanangrycollectives,0,true
urban 2840,urban 3421,Undirected,5316,,,1,(urban 2840),none,(urban 3421),9.9,0,default,urbanangrycollectives,0,true
urban 2492,urban 4103,Undirected,5317,,,1,(urban 2492),none,(urban 4103),9.9,0,default,urbanangrycollectives,0,true
urban 5831,urban 5992,Undirected,5318,,,1,(urban 5831),none,(urban 5992),9.9,0,default,urbanangrycollectives,0,true
urban 4626,urban 5073,Undirected,5319,,,1,(urban 4626),none,(urban 5073),9.9,0,default,urbanangrycollectives,0,true
urban 1010,urban 5349,Undirected,5320,,,1,(urban 1010),none,(urban 5349),9.9,0,default,urbanangrycollectives,0,true
urban 1626,urban 5774,Undirected,5321,,,1,(urban 1626),none,(urban 5774),9.9,0,default,urbanangrycollectives,0,true
urban 613,urban 2380,Undirected,5322,,,1,(urban 613),none,(urban 2380),9.9,0,default,urbanangrycollectives,0,true
urban 2059,urban 4818,Undirected,5323,,,1,(urban 2059),none,(urban 4818),9.9,0,default,urbanangrycollectives,0,true
urban 3831,urban 4063,Undirected,5324,,,1,(urban 3831),none,(urban 4063),9.9,0,default,urbanangrycollectives,0,true
urban 403,urban 1315,Undirected,5325,,,1,(urban 403),none,(urban 1315),9.9,0,default,urbanangrycollectives,0,true
urban 1834,urban 6052,Undirected,5326,,,1,(urban 1834),none,(urban 6052),9.9,0,default,urbanangrycollectives,0,true
urban 1010,urban 5217,Undirected,5327,,,1,(urban 1010),none,(urban 5217),9.9,0,default,urbanangrycollectives,0,true
urban 3989,urban 5530,Undirected,5328,,,1,(urban 3989),none,(urban 5530),9.9,0,default,urbanangrycollectives,0,true
urban 240,urban 1790,Undirected,5329,,,1,(urban 240),none,(urban 1790),9.9,0,default,urbanangrycollectives,0,true
